match,velocity,north,east,lat,lon,current_velocity,current_latitude,current_longitude,delta_time,u1,u2
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.7855902242755324,40.752499006872881,-73.997936198723622,480,14725,14729
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.20231246838673,41.879044094768545,-87.639269861169353,300,12748,12753
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,0.14388110025017778,41.879048511583996,-87.639277251795477,300,12751,12753
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,5.9798171677947529,41.87905112715822,-87.639300326379185,300,13511,13516
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.5450096384468743,40.752491742174122,-73.997907585823114,480,12639,12641
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.7682866768058556,40.752508434648448,-73.99794152717439,120,7990,7927
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.9346732187183759,40.752469368194092,-73.997934027986531,120,7990,7931
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.0168019690782284,40.752488047334104,-73.99791682085673,120,7990,7946
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.8066604099567798,40.752499567046108,-73.997935950800823,120,7990,7944
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.21262479100161497,40.752497310417795,-73.997897818091346,120,7952,7927
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.9545477994987195,40.752477278071687,-73.997925608987515,120,7952,7931
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.1457705390509236,40.752500869158219,-73.997939288981982,120,7952,7946
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.8299629699230024,40.752484374165839,-73.9978942263223,120,7952,7944
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.20165804939723558,40.752510261983325,-73.997917802172537,120,7967,7927
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.8361230839393927,40.752484107274569,-73.997939595833046,120,7967,7931
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.044169203612222228,40.752484571289,-73.997934095719742,120,7967,7946
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.21912544589579,40.752472339662049,-73.997900353971531,120,7967,7944
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,1.54556043096729,38.901412737840957,-77.0049316031901,300,8544,8548
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,7.4832531834908256,38.901417560943543,-77.004933376856528,300,8548,8548
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.9701794090293947,40.752463301204038,-73.997899974455279,480,8728,8729
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.4592683724941027,40.752484571905185,-73.997911461266824,120,11328,11303
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.9838344606390859,40.752487482864254,-73.997941690289721,120,11329,11303
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.0644578989112663,41.879007863247494,-87.639278280783557,300,11395,11396
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.3842847036987607,40.752504986643331,-73.9978933684523,540,10032,10036
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.5417742016219576,41.879026138064795,-87.639303028009692,300,10351,10348
0,0.0,0.0,1.0,40.738529832121628,-74.157006808410429,45.87915453685158,40.738758962982089,-74.15676833492833,336,14860,14861
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.3071146895851773,40.752498652627338,-73.997940309157485,120,7958,7975
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.2052817398135875,40.752490559909639,-73.997921357407009,120,7958,7933
0,0.192625001072884,0.0,1.0,42.642479948000172,-73.74125819979362,7.0906797255819356,42.6425202706858,-73.741251837528154,537,12415,12417
0,0.192625001072884,0.0,1.0,42.642479948000172,-73.74125819979362,3.2678521061023327,42.642329239471181,-73.741600531512944,346,12415,12416
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.8207536111697054,40.7524936232765,-73.997924652636925,360,12185,12188
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.5539298808203883,41.879011292863439,-87.639269472404081,300,12475,12471
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.6067714610595765,41.879046177472176,-87.6392697099192,300,12476,12471
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.0470743544848373,40.752489779993695,-73.997931243805567,480,12095,12097
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,5.7888164154609889,42.348597264947152,-71.0563794182072,300,11350,11351
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,1.9173201758407372,41.879015672742405,-87.639303229175042,300,9847,9846
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,7.1450190865032814,42.348615737176182,-71.056349251206754,300,9546,9549
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,9.78105604425442,42.348592486791325,-71.056350186576154,300,9546,9552
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.3369387297407078,40.752481905195395,-73.997933903895287,120,14454,14456
0,0.0,0.0,1.0,38.899028935896787,-77.004869838993855,8.59948983316499,38.89924006166644,-77.00481985876263,365,13195,13196
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.24920608034116604,40.752476870043225,-73.997922576702436,480,13160,13170
0,0.0,0.0,1.0,42.348923771350684,-71.0561605621907,1.7818056277656915,42.348919546270025,-71.056282111394637,538,8866,8868
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.6301658218665751,40.752505981329485,-73.997934615663155,120,8021,8024
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.0697002661106179,40.7524979016344,-73.997918084661634,120,11318,11302
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.0117225539315013,40.752483835978992,-73.997941486339357,120,11311,11302
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,6.5013259159927426,42.348315959905818,-71.056433362358348,485,11675,11682
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.902448649928786,40.752472752400614,-73.997911748939089,300,12393,12390
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,2.5043529068336734,42.348596256792462,-71.056367020191871,300,11090,11092
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,7.5313866159698195,42.348591586467208,-71.056385843433119,300,11090,11090
0,70.8673629760742,0.0,1.0,42.493637397852922,-87.917684730459655,86.643892584437339,42.493473337508334,-87.917791776542529,484,14821,14823
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.8034780770718515,40.752485114715192,-73.9979000985232,300,12653,12649
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.139128356652007,40.752490428950608,-73.997913847721023,300,13172,13173
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.5700258506519331,40.752509356492759,-73.997922984346189,480,12639,12642
0,0.0,0.0,1.0,37.616958495727729,-77.496012188189326,16.051784301358779,37.616687952875559,-77.49595072767012,539,9070,9072
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.881009932846176,40.752498226773668,-73.997894697492214,120,7990,7986
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.638234988864351,40.752483410660467,-73.997916051483472,120,7990,7942
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.7081456425813153,40.752509723914592,-73.997910423714131,120,7952,7986
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.4923168480142959,40.752474142235727,-73.997918823591021,120,7952,7942
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.1686220258584354,40.75249125569588,-73.997921246436718,120,7967,7986
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.8757942703051977,40.752513102616078,-73.997917744522454,120,7967,7942
0,0.0,0.0,1.0,42.348813145328712,-71.056191080194253,7.4800900400068944,42.348599593074105,-71.05637508132223,65,11094,11089
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,7.9931327882456094,41.879045896353375,-87.639272469599533,300,10631,10632
0,0.180197596549988,0.0,1.0,37.840096663883195,-122.29221138471756,10.83224284472551,37.839707659144231,-122.29208750405891,363,10951,10952
0,0.0,0.0,1.0,34.060804857364822,-118.23631218666064,8.9927452053305181,34.060824311378596,-118.23626989069456,180,10568,10559
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.8560571387301058,40.752487981468732,-73.997903592975092,120,14730,14724
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,8.0102350360193384,38.901389279354142,-77.004918826907712,300,14819,14820
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.8822057485962,40.752502161819592,-73.99789581411116,120,12899,12901
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,4.17320302864197,41.879030313300142,-87.6392806578069,300,13536,13538
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.3310289260504251,41.879050688094217,-87.639283793125287,300,12731,12736
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.9528479673329846,40.75246697769883,-73.997900773775214,300,13433,13431
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.7764757292460889,40.752471741549293,-73.9979238199196,120,7986,7989
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.4596509600763472,40.752479203127812,-73.997909836179,120,7935,7989
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,9.5032011664309337,41.879011498871257,-87.639272234519837,300,14317,14318
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.8941533943871178,41.879031714056204,-87.63926355128369,300,14296,14299
0,0.0,0.0,1.0,34.060804857364822,-118.23631218666064,6.1092983365765754,34.060823042552784,-118.23626731605316,180,14505,14502
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,2.3061905991721203,38.901419522882271,-77.004936361676684,300,14299,14295
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.81444914063759088,40.752479936468461,-73.997902387470532,120,13158,13158
0,0.0,0.0,1.0,38.899208225930337,-77.004938503026167,13.442265267973978,38.899594135125405,-77.004637107659931,536,12195,12197
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.9518653924192506,40.75250663737939,-73.9979343578595,120,11312,11305
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.672496580224168,40.752501671337043,-73.997915937835231,540,11847,11852
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.9059328569516776,40.752463592211292,-73.997905601466158,540,11849,11852
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.754333637383116,40.752465334337032,-73.997932954440486,120,10521,10518
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.2363884226808164,41.879024744843313,-87.639294267292584,300,9845,9850
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,7.0746453153265989,41.879049759906643,-87.63926415946554,300,13537,13533
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,1.3879766920713141,41.879055816374674,-87.639281301172446,300,13537,13534
0,0.0,0.0,1.0,34.060804857364822,-118.23631218666064,8.7167851489051529,34.0608369894369,-118.23627090111812,180,12934,12937
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.1873239320117746,40.752511596937261,-73.997903612396115,480,13167,13169
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.801998248558169,40.752494884033453,-73.997936519482,120,7958,7990
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.1969708876164677,40.752501333285807,-73.997900384961113,120,7958,7955
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.3234734737569571,40.752468366096267,-73.997923625078627,120,7958,7972
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.7370232860642947,40.752491916236742,-73.997894156061918,360,8814,8818
0,2.03785228729248,0.0,1.0,38.899074711905989,-77.004869838996655,4.690803407926504,38.89908951403477,-77.004822897697522,346,11339,11342
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.2820495305507587,40.752497304900416,-73.9979241672669,360,11139,11144
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.6699914987307685,40.75250606099376,-73.997904882469086,360,12185,12192
0,0.0,0.0,1.0,42.106008574397315,-72.59300107734245,3.5293570588894365,42.106024941697534,-72.592967434799817,480,10006,10002
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,2.5332464054200377,41.879022637818018,-87.63926012564886,300,13272,13273
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,4.5353133635088057,41.8790115104179,-87.639268676355229,300,12731,12735
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.4478592397905365,40.752490232016363,-73.997898690249556,120,13145,13149
0,0.0,0.0,1.0,38.898906864888922,-77.0044197038462,9.6640211690682225,38.899210469016687,-77.0042406492576,528,8734,8736
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.1923009253160544,40.752489363689115,-73.997931558525451,120,7986,7983
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.5370678355264875,40.752485472824425,-73.997938213039333,120,7986,7988
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.2354231011283732,40.752489440105414,-73.997923748647878,120,7986,7941
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.1412763043597205,40.752484365709506,-73.997904020055032,120,7935,7983
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.28806410389216,40.752497094146086,-73.997924212597582,120,7935,7988
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.5298251290591356,40.752511974126051,-73.997910861850883,120,7935,7941
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.8611867987588004,41.879052094130628,-87.639279987441171,300,9353,9353
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.6100993793009071,40.752464389104375,-73.997905440246385,540,11868,11869
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.9305513245947665,41.879053399576044,-87.639302588855159,300,12466,12473
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,7.873818593446118,41.879034641889277,-87.639270380411617,300,12467,12473
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.0682687751536353,40.75250280978554,-73.997936550046035,540,10035,10032
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,0.86173131736912634,42.348572647352405,-71.05634601930133,300,10824,10830
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,2.3083950046140407,42.34860018282312,-71.056342276953274,300,10825,10830
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,7.4338306162672465,42.348592293239648,-71.0563666578063,300,10827,10830
0,0.0,0.0,1.0,41.872589334203333,-87.63823512174632,7.1059092437843088,41.87299272275127,-87.638246939466626,179,13582,13584
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.1709203907909274,40.752468047060887,-73.997928349170948,480,13950,13948
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,9.9151005472062153,38.90138879563046,-77.0049171107606,300,12990,12992
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,0.17481838314506215,38.901420676248172,-77.004924209601668,300,12992,12992
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,9.1640335339558181,41.879048381756,-87.639272443761357,300,9072,9073
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,5.414672529968084,42.348589573457531,-71.0563820234619,300,9023,9027
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.84527269136200722,40.7524780482152,-73.997915791866546,120,11319,11304
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.22049823441464836,40.7524769250741,-73.997924049542121,120,11289,11287
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.7738585397941264,40.7524650653431,-73.997930748083718,300,9742,9743
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.70871669629500222,40.752477114613022,-73.997918561778519,120,14725,14727
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,2.6759306166910184,41.879017837451912,-87.639290332610415,300,12987,12993
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.686354951561194,40.752486796477271,-73.997899704707692,120,8456,8458
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,0.2752288300330033,41.879020920524681,-87.639266483368573,300,8284,8282
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.2138703366937853,40.7524705039683,-73.99794046486906,120,9228,9223
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,3.6595517527277712,38.90137623550077,-77.0049325295424,300,12471,12467
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.1046989216549523,40.752472979462354,-73.997925206100348,540,13726,13722
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.30641645617904018,40.752491880701292,-73.997923642207084,120,7953,7976
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.0241707091030907,40.752492148159753,-73.997905856217216,120,7953,7966
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.3830368014831471,40.752466513923054,-73.9979409618388,120,7944,7976
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.9936136305660028,40.752487252401068,-73.997902347882118,120,7944,7966
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.70567187188530145,40.752483938853764,-73.997911576510674,120,8437,8443
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,4.4578788351265892,42.34859645612341,-71.0563457461136,300,9023,9028
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.0181672555751566,40.75247047047673,-73.9979299929533,480,11054,11052
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,5.57950191874988,42.348587228647233,-71.05637017056776,300,10829,10826
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.0542593689181,40.752477710599756,-73.99793485577284,120,13947,13947
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.679806372989562,41.879035188146752,-87.639260416324618,300,13533,13537
0,53.7983016967773,0.0,1.0,37.856995773883412,-122.29761299849774,46.276771713678947,37.8567513766758,-122.2974888887604,426,9024,9026
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.877768922899943,40.752508509889815,-73.997898333963249,120,7928,7986
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.77323211763447,40.752510064551593,-73.997900237600334,120,7928,7942
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.0128498410578879,40.75248586485715,-73.997929565065178,120,7970,7986
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.9673961594708267,40.752472905815935,-73.997907772133217,120,7970,7942
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,10.541696874377692,42.348617423883461,-71.056548910585889,179,8752,8757
0,0.0,0.0,1.0,39.956028420302381,-75.181665289890532,3.3090526503223909,39.955873041581711,-75.181634159283746,487,12400,12401
0,32.9000015258789,0.0,1.0,38.908916633003265,-77.001848597656533,3.2377129945590903,38.909092623627728,-77.001883576545723,221,12497,12500
0,0.0,0.0,1.0,42.348813145328712,-71.056191080194253,3.025321446738491,42.348589562798189,-71.056359581059908,65,11093,11089
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.6947308989361538,40.752467716689971,-73.997935526912954,300,12100,12101
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.78974916075076884,40.752469389084567,-73.9979060924145,300,12394,12392
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.740989792661626,40.752477250317064,-73.9979360997628,540,11863,11868
0,0.981766223907471,0.0,1.0,39.957008797503853,-75.181474554889718,6.5164450409372048,39.957181239174353,-75.1813898761711,528,6981,6983
0,85.5999984741211,0.0,1.0,40.885517788288354,-73.8032240499853,81.232027632920591,40.88562930651058,-73.803253492887762,152,7412,7413
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,6.6106662554581934,38.901414073303762,-77.004949564291437,300,14819,14818
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.5619158348585316,40.752476864153941,-73.997925663467711,300,13954,13956
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,3.6454270666600319,41.879039284859772,-87.6392749369662,300,12731,12730
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.0493391869416686,40.75248658751805,-73.997897141037839,480,13959,13954
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.8672794273780411,40.752481253295144,-73.997907440641256,120,7986,7984
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.1197630187842199,40.75251046292459,-73.997895217269871,120,7986,7985
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,1.1427725469968535,40.7524656865975,-73.997905863625689,120,7935,7984
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.2485172168335104,40.752463653537312,-73.997931126168467,120,7935,7985
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.5240305386850377,40.752492971041853,-73.997899218072348,240,8211,8215
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.4052199271002994,40.7524729593303,-73.997930862481255,240,8217,8215
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.9889770893522076,40.752507862264459,-73.997936392232148,480,8716,8721
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,7.6192026438791949,41.879020313827354,-87.639267916212091,300,12466,12470
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,0.048064624626096293,41.879035119824671,-87.6392889881685,300,12467,12470
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,7.8033598690051562,38.901395668272883,-77.004908341852229,300,12178,12177
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.9863505339580652,40.752500056347849,-73.9979145260125,120,12888,12886
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.37876012937934,40.752480225179163,-73.997899465981845,480,9239,9244
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,0.62296016750769434,38.901372437690078,-77.00491541618986,300,9329,9331
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.05424107121191,40.752487385562389,-73.9979277724029,120,12367,12369
0,0.0,0.0,1.0,38.89891067987606,-77.0047859149605,0.41475925300453736,38.898911381097733,-77.00474181861513,541,9769,9771
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,9.63224923251391,42.348981341766162,-71.056229097378022,562,10304,10309
0,5.5,0.0,1.0,40.733757644905225,-74.165002416677652,2.30422552099617,40.733996384628249,-74.164662908803351,352,10868,10869
0,0.0,0.0,1.0,39.956966836472489,-75.182115424090071,9.2670671443077062,39.9571443056654,-75.1819667462417,590,7105,7108
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,1.3692239843042073,41.879055003251146,-87.639303837747661,300,14318,14317
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,5.9716124460131992,42.348586677682839,-71.056375619500585,300,14253,14252
0,0.0335540995001793,0.0,1.0,38.899318852962047,-77.004686732954539,3.1984071559704708,38.899016763229682,-77.004963188183353,372,12686,12687
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.53030329857586012,40.752473021915833,-73.997906294268745,120,7958,7936
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.0938180695974578,40.752488160395146,-73.997932087984253,240,8212,8213
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.2142791502298911,40.752494608904165,-73.99792243423272,360,8814,8819
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,8.4245100972156859,40.752469282763485,-73.9979194211688,120,8288,8290
0,0.827667772769928,0.0,1.0,38.89894501187387,-77.005030056038621,4.53229730246705,38.898970100500883,-77.004945017779562,366,11136,11137
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,20.33576212191532,42.3483172258037,-71.056437987023784,275,11674,11680
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.1382758159426416,40.75250381226472,-73.997893604586281,360,12185,12194
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.64641947692681,40.752487357751534,-73.997912629242492,120,11920,11921
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,7.8645775759512375,40.752474250473178,-73.997905879880378,120,11293,11293
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,7.1126076294425964,42.34857939614762,-71.056389305898747,300,11350,11350
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,9.490894758903476,40.752464172367205,-73.99791321553009,300,9512,9512
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,0.860324254953616,41.879009227444179,-87.639284450109059,300,9847,9845
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,4.3705460195604822,41.879057323049366,-87.639282107852722,300,9847,9845
0,0.0,0.0,1.0,42.348567671275688,-71.056390589245567,0.44601407622361305,42.348572185251228,-71.056386596469991,300,9546,9547
0,0.0,0.0,1.0,38.899189152931335,-77.004808803984588,6.5013884469042527,38.899506248308967,-77.0047695241361,279,12947,12948
0,0.138690277934074,0.0,1.0,38.899456181985457,-77.004801173998544,1.7053058036662789,38.899171324574382,-77.004764856398921,554,14212,14214
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.4156728744939677,40.752479557586966,-73.9979396428451,540,13727,13721
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.9185203253373722,40.752498297421177,-73.99793949662056,120,7981,7970
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,2.4775905134995631,40.752488035518162,-73.99793586131976,120,7981,7938
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.1972509253637544,40.7525065109859,-73.997930626437409,120,7963,7970
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,5.8695023767018819,40.752493569504459,-73.997912588842624,120,7963,7938
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.4876459513134686,40.752484433485407,-73.9979412868644,480,8454,8459
0,0.0,0.0,1.0,38.899109043916027,-77.0047859149726,7.5618891150337415,38.899084361182211,-77.004926780608841,1,12399,12399
0,0.0,0.0,1.0,38.901370787365863,-77.004955285163362,1.9443042977243177,38.901413661580975,-77.004938207495,300,11136,11135
0,0.0335540995001793,0.0,1.0,38.899067082907891,-77.004778285967689,5.8963809514556935,38.899093916451612,-77.004865314077392,549,10884,10886
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,7.4743391251095526,41.879041821952995,-87.639277037705966,300,14837,14839
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,4.8045299396882317,40.752503438003004,-73.997918766078186,300,14736,14748
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,0.52672288648058785,40.75247309334565,-73.997899930707021,120,13934,13932
0,0.0335540995001793,0.0,1.0,38.899261631960151,-77.00442733387024,0.14977383255135532,38.899450939836527,-77.00476842609811,461,11827,11829
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,0.45622826039617786,41.879052788591295,-87.639292018014842,300,12202,12200
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,8.9903479116375351,41.879052517831504,-87.639272348773147,300,12188,12177
0,0.0,0.0,1.0,41.879007853244069,-87.6393057527007,9.1477325619288727,41.879030850868794,-87.63926953071315,300,12188,12179
0,0.0223693996667862,0.0,1.0,42.641121915736235,-73.741548116797418,23.126678326671581,42.641279773262617,-73.741812360648282,379,9540,9541
0,47.7999992370605,0.0,1.0,41.315796681084727,-72.902268585746143,41.866949544187094,41.315900593267095,-72.9024858158609,212,14851,14852
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,6.455906949386943,40.752468417650988,-73.997894800644843,120,14724,14726
0,0.0,0.0,1.0,40.752463264451009,-73.99794244833376,3.80377017272554,40.752471374113121,-73.997923236279689,300,14740,14743
